Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Job_Level,Education,Years_At_Company,Total_Work_Experience,Salary,Salary_Band,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Performance_Rating,Training_Hours,Promotion_Last_Year,Manager_Tenure,Remote_Status,Business_Travel,Absence_Days,Attrition,Hire_Date,Exit_Date
EMP000017,Employee_17,Male,46.0,Research & Development,Healthcare Representative,5,Bachelor,14.6,24,133191.0,Very High,No,1,1,3,3,55,0,10.6,Fully Remote,Travel_Rarely,22,No,2012-02-09,
EMP000018,Employee_18,Male,40.0,Sales,Sales Executive,3,High School,10.1,18,108694.0,High,Yes,1,1,2,3,96,0,6.1,On-Site,Travel_Rarely,12,No,2016-07-19,
EMP000019,Employee_19,Female,37.0,Research & Development,Manager,5,Master,1.3,15,132440.0,Very High,Yes,3,2,3,2,9,0,0.0,Fully Remote,Non-Travel,10,No,2025-05-13,
EMP000020,Employee_20,Female,33.0,Research & Development,Research Scientist,4,Bachelor,10.0,11,108002.0,High,Yes,1,1,2,3,18,1,8.0,Hybrid,Travel_Frequently,8,No,2016-08-30,
EMP000021,Employee_21,Male,56.0,Research & Development,Manager,5,Bachelor,2.1,34,148974.0,Very High,No,2,2,1,2,58,0,0.0,Hybrid,Travel_Rarely,5,No,2024-07-17,
EMP000022,Employee_22,Female,57.0,Research & Development,Research Scientist,3,Bachelor,2.8,35,113030.0,High,No,4,2,2,3,59,0,0.7999999999999998,Fully Remote,Travel_Frequently,28,No,2023-10-31,
EMP000023,Employee_23,Female,45.0,Sales,Sales Representative,4,Bachelor,13.4,23,121378.0,High,Yes,3,1,4,3,80,0,12.4,Fully Remote,Travel_Frequently,7,No,2013-03-30,
EMP000024,Employee_24,Female,54.0,Research & Development,Laboratory Technician,5,Bachelor,4.2,32,149561.0,Very High,No,2,3,3,3,6,1,0.2000000000000001,On-Site,Travel_Frequently,16,No,2022-06-22,
EMP000025,Employee_25,Male,57.0,Research & Development,Research Scientist,5,High School,7.4,35,147814.0,Very High,No,2,3,2,3,62,0,5.4,Hybrid,Travel_Rarely,13,No,2019-04-09,
EMP000026,Employee_26,Female,25.0,Sales,Sales Executive,3,Master,5.0,5,87052.0,Medium,No,3,4,4,3,17,0,2.0,On-Site,Travel_Rarely,4,No,2021-04-10,
EMP000027,Employee_27,Female,56.0,Sales,Sales Executive,3,Bachelor,3.4,34,123089.0,High,No,2,1,3,2,66,0,2.4,Hybrid,Travel_Frequently,3,No,2023-04-06,
EMP000028,Employee_28,Female,29.0,Sales,Sales Executive,3,Bachelor,7.0,7,84995.0,Medium,No,1,1,4,2,49,0,6.0,On-Site,Travel_Rarely,24,No,2017-12-14,
EMP000029,Employee_29,Female,29.0,IT,IT Support,1,Bachelor,9.0,9,66645.0,Medium,No,4,3,1,3,8,0,8.0,Fully Remote,Travel_Rarely,0,No,2011-04-20,
EMP000030,Employee_30,Female,28.0,Sales,Sales Executive,5,Bachelor,6.0,6,116275.0,High,Yes,3,3,3,3,42,0,2.0,On-Site,Travel_Rarely,0,No,2012-12-18,
EMP000031,Employee_31,Female,46.0,Finance,Accountant,4,Bachelor,9.7,24,114910.0,High,No,4,1,1,3,71,0,6.699999999999999,On-Site,Travel_Rarely,20,No,2017-01-02,
EMP000032,Employee_32,Female,56.0,Sales,Sales Executive,4,Bachelor,11.1,34,145098.0,Very High,No,3,4,3,3,60,0,9.1,On-Site,Travel_Frequently,19,No,2015-08-10,
EMP000033,Employee_33,Male,36.0,IT,Software Engineer,5,Bachelor,9.1,14,121342.0,High,Yes,3,4,3,3,87,0,8.1,On-Site,Non-Travel,16,No,2017-07-10,
EMP000034,Employee_34,Female,39.0,Sales,Sales Executive,5,Bachelor,14.0,17,122122.0,High,No,4,2,1,2,98,1,11.0,Hybrid,Travel_Rarely,4,No,2012-09-02,
EMP000035,Employee_35,Male,32.0,Research & Development,Laboratory Technician,3,Master,10.0,10,98374.0,High,Yes,2,4,3,2,77,0,8.0,On-Site,Travel_Rarely,5,No,2014-12-12,
EMP000036,Employee_36,Male,51.0,Sales,Sales Executive,2,PhD,16.1,29,94911.0,High,No,2,3,2,3,69,0,13.1,Hybrid,Travel_Rarely,24,No,2010-07-09,
EMP000037,Employee_37,Female,50.0,Finance,Accountant,5,Master,9.2,28,152157.0,Very High,Yes,1,2,4,3,95,0,6.199999999999999,Fully Remote,Travel_Rarely,12,No,2017-06-27,
EMP000038,Employee_38,Male,44.0,Research & Development,Research Scientist,5,Bachelor,8.4,22,128989.0,High,Yes,4,3,4,3,8,1,5.4,Fully Remote,Travel_Rarely,21,No,2018-03-25,
EMP000039,Employee_39,Female,55.0,Research & Development,Manufacturing Director,3,Master,3.9,33,124113.0,High,No,1,4,3,3,27,0,0.0,On-Site,Travel_Rarely,22,No,2022-10-03,
EMP000040,Employee_40,Female,40.0,Research & Development,Laboratory Technician,3,Master,11.5,18,98958.0,High,No,2,2,3,3,62,0,8.5,On-Site,Travel_Frequently,29,No,2015-03-15,
EMP000041,Employee_41,Male,37.0,Research & Development,Healthcare Representative,2,High School,13.2,15,83905.0,Medium,No,2,1,4,3,27,0,10.2,On-Site,Non-Travel,10,No,2013-06-21,
EMP000042,Employee_42,Female,27.0,IT,Software Engineer,1,Master,5.0,5,57163.0,Medium,Yes,3,4,2,4,32,0,3.0,Hybrid,Non-Travel,13,No,2014-03-09,
EMP000043,Employee_43,Female,36.0,Unknown,Manager,3,Bachelor,7.9,14,98005.0,High,No,3,1,2,3,30,0,3.9,Fully Remote,Travel_Frequently,10,No,2018-10-08,
EMP000044,Employee_44,Female,30.0,Sales,Sales Executive,5,PhD,6.9,8,120645.0,High,Yes,1,2,2,3,76,0,4.9,Fully Remote,Travel_Frequently,21,No,2019-09-27,
EMP000045,Employee_45,Female,50.0,Finance,Financial Analyst,2,High School,6.0,28,93299.0,High,No,1,4,3,4,46,0,5.0,On-Site,Non-Travel,13,No,2020-08-26,
EMP000046,Employee_46,Male,23.0,Sales,Sales Representative,4,Master,1.0,1,105435.0,High,No,1,1,1,3,23,0,0.0,On-Site,Travel_Frequently,5,No,2011-10-09,
EMP000047,Employee_47,Female,54.0,Research & Development,Healthcare Representative,3,Master,8.8,32,117551.0,High,No,2,3,4,3,45,1,6.800000000000001,Hybrid,Travel_Rarely,15,No,2017-11-28,
EMP000048,Employee_48,Male,59.0,Finance,Accountant,5,Master,1.9,37,149516.0,Very High,Yes,2,2,4,3,23,0,0.8999999999999999,On-Site,Travel_Rarely,11,No,2024-10-07,
EMP000049,Employee_49,Female,44.0,Finance,Accountant,4,Bachelor,10.0,22,123547.0,High,Yes,2,2,2,3,94,1,9.0,Hybrid,Travel_Rarely,12,No,2016-09-01,
EMP000050,Employee_50,Male,34.0,Finance,Accountant,2,Master,12.0,12,91130.0,High,No,3,4,2,3,79,0,8.0,Hybrid,Travel_Frequently,5,No,2011-08-24,
EMP000051,Employee_51,Female,41.0,Human Resources,Manager,4,Master,10.2,19,124116.0,High,No,3,3,1,3,19,0,6.199999999999999,On-Site,Travel_Rarely,10,No,2016-06-21,
EMP000052,Employee_52,Female,28.0,Sales,Sales Executive,4,Master,9.0,9,110813.0,High,Yes,3,3,2,3,64,0,7.0,Fully Remote,Travel_Rarely,17,No,2015-08-24,
EMP000053,Employee_53,Female,38.0,Sales,Manager,1,Bachelor,16.0,16,66815.0,Medium,No,2,4,1,3,67,0,15.0,On-Site,Travel_Frequently,7,No,2010-08-30,
EMP000054,Employee_54,Male,42.0,Research & Development,Manager,5,High School,11.1,20,139248.0,Very High,Yes,4,2,1,3,93,0,7.1,On-Site,Travel_Rarely,2,No,2015-08-04,
EMP000055,Employee_55,Male,49.0,Sales,Sales Executive,4,Bachelor,8.9,27,122450.0,High,No,4,2,2,3,47,0,5.9,On-Site,Non-Travel,22,No,2017-09-25,
EMP000056,Employee_56,Male,51.0,Research & Development,Research Scientist,4,PhD,9.5,29,130304.0,Very High,No,2,2,3,3,63,0,8.5,On-Site,Travel_Rarely,0,No,2017-02-25,
EMP000057,Employee_57,Male,44.0,Human Resources,Manager,4,High School,12.9,22,118269.0,High,Yes,1,2,1,3,81,0,9.9,On-Site,Travel_Rarely,12,No,2013-09-25,
EMP000058,Employee_58,Male,42.0,Research & Development,Research Scientist,5,Bachelor,1.6,20,144720.0,Very High,No,3,4,2,4,51,0,0.0,Hybrid,Travel_Rarely,3,No,2025-01-08,
EMP000059,Employee_59,Female,22.0,Research & Development,Manager,5,Bachelor,2.0,2,107881.0,High,No,4,3,1,2,5,0,0.0,Hybrid,Travel_Frequently,13,No,2014-01-18,
EMP000060,Employee_60,Female,38.0,Research & Development,Manufacturing Director,2,Bachelor,9.7,16,74301.0,Medium,No,1,3,2,3,65,0,7.699999999999999,On-Site,Travel_Frequently,14,No,2016-12-31,
EMP000061,Employee_61,Male,53.0,Research & Development,Laboratory Technician,1,Bachelor,14.5,31,88628.0,Medium,No,1,4,2,3,81,0,11.5,On-Site,Travel_Rarely,0,No,2012-02-15,
EMP000062,Employee_62,Female,45.0,Research & Development,Healthcare Representative,1,Bachelor,5.7,23,84529.0,Medium,Yes,3,3,1,3,62,0,2.7,On-Site,Travel_Rarely,20,Yes,2020-12-28,2024-05-09
EMP000063,Employee_63,Male,28.0,Sales,Sales Executive,1,High School,6.0,6,56300.0,Medium,No,3,2,3,3,73,0,2.0,Hybrid,Travel_Rarely,23,No,2010-02-04,
EMP000064,Employee_64,Female,56.0,Human Resources,Human Resources,2,Master,8.0,34,104191.0,High,No,1,3,1,4,66,0,5.0,On-Site,Travel_Rarely,29,No,2018-08-19,
EMP000065,Employee_65,Female,57.0,IT,Data Scientist,1,Bachelor,11.3,35,90542.0,High,No,3,3,2,3,92,0,10.3,On-Site,Travel_Frequently,16,No,2015-05-10,
EMP000066,Employee_66,Female,35.0,Research & Development,Research Scientist,5,High School,12.3,13,137408.0,Very High,No,1,3,3,3,87,0,11.3,Hybrid,Travel_Frequently,11,No,2014-05-05,
EMP000067,Employee_67,Male,33.0,Finance,Financial Analyst,3,High School,5.9,11,95670.0,High,No,3,4,3,3,7,1,3.9,Hybrid,Travel_Rarely,24,No,2020-10-18,
EMP000068,Employee_68,Female,44.0,Research & Development,Research Scientist,5,PhD,8.3,22,139136.0,Very High,No,2,2,2,4,15,1,4.300000000000001,Hybrid,Travel_Rarely,20,No,2018-06-01,
EMP000069,Employee_69,Female,35.0,Finance,Financial Analyst,3,PhD,13.0,13,104097.0,High,No,2,4,2,4,93,0,12.0,On-Site,Travel_Rarely,12,No,2012-10-18,
EMP000070,Employee_70,Female,46.0,Research & Development,Manufacturing Director,1,Master,7.2,24,77582.0,Medium,Yes,3,1,1,2,96,0,5.2,Hybrid,Travel_Rarely,1,No,2019-06-24,
EMP000071,Employee_71,Male,43.0,IT,Manager,5,Master,9.5,21,134453.0,Very High,No,1,3,4,3,87,0,7.5,On-Site,Travel_Rarely,6,No,2017-02-26,
EMP000072,Employee_72,Female,58.0,Research & Development,Research Scientist,4,Bachelor,2.4,36,140024.0,Very High,No,2,1,2,3,4,0,0.3999999999999999,On-Site,Travel_Frequently,23,No,2024-04-22,
EMP000073,Employee_73,Female,50.0,Sales,Sales Executive,4,Bachelor,6.1,28,128248.0,High,No,1,3,4,3,83,0,5.1,Fully Remote,Non-Travel,17,No,2020-07-10,
EMP000074,Employee_74,Female,29.0,Research & Development,Manager,5,High School,7.0,7,122220.0,High,Yes,1,3,1,3,44,1,5.0,On-Site,Travel_Rarely,27,Yes,2014-02-09,2015-08-24
EMP000075,Employee_75,Male,32.0,Research & Development,Research Scientist,3,Master,3.5,10,95943.0,High,No,3,3,2,3,64,0,1.5,On-Site,Travel_Rarely,26,No,2023-02-20,
EMP000076,Employee_76,Male,51.0,Research & Development,Laboratory Technician,2,Bachelor,1.1,29,97189.0,High,No,3,2,2,3,49,0,0.1,Hybrid,Travel_Rarely,20,No,2025-07-16,
EMP000077,Employee_77,Male,43.0,Research & Development,Manufacturing Director,5,Bachelor,16.2,21,127264.0,High,Yes,4,4,2,3,29,0,15.2,Hybrid,Travel_Frequently,6,No,2010-06-11,
EMP000078,Employee_78,Male,36.0,Research & Development,Manager,2,Bachelor,4.9,14,75489.0,Medium,No,1,2,3,3,61,0,2.9000000000000004,Hybrid,Travel_Rarely,4,No,2021-10-07,
EMP000079,Employee_79,Male,42.0,Unknown,Manager,4,High School,11.2,20,118460.0,High,No,1,2,1,3,50,0,9.2,Hybrid,Travel_Frequently,9,No,2015-06-05,
EMP000080,Employee_80,Male,46.0,Research & Development,Manager,3,High School,13.9,24,106057.0,High,No,4,3,1,3,59,0,9.9,Fully Remote,Travel_Frequently,3,No,2012-09-22,
EMP000081,Employee_81,Male,34.0,Sales,Sales Executive,5,PhD,3.2,12,127256.0,High,No,2,4,4,3,13,0,0.2000000000000001,On-Site,Non-Travel,8,No,2023-06-13,
EMP000082,Employee_82,Female,28.0,Research & Development,Manufacturing Director,2,PhD,6.0,6,77649.0,Medium,No,1,2,1,3,53,0,3.0,Hybrid,Non-Travel,28,No,2019-02-25,
EMP000083,Employee_83,Male,39.0,Sales,Sales Representative,2,Bachelor,4.2,17,85918.0,Medium,Yes,3,4,3,2,99,0,3.2,On-Site,Travel_Rarely,12,No,2022-06-18,
EMP000084,Employee_84,Female,33.0,Sales,Manager,4,Bachelor,6.3,11,105925.0,High,No,1,4,3,4,93,0,2.3,On-Site,Travel_Rarely,24,No,2020-05-26,
EMP000085,Employee_85,Female,47.0,Research & Development,Laboratory Technician,2,Bachelor,13.2,25,94731.0,High,Yes,4,3,3,4,37,0,9.2,Hybrid,Travel_Rarely,29,No,2013-06-29,
EMP000086,Employee_86,Female,26.0,Sales,Manager,2,Master,4.0,4,77581.0,Medium,No,3,2,2,3,78,0,1.0,On-Site,Travel_Frequently,14,No,2012-10-13,
EMP000087,Employee_87,Female,29.0,IT,IT Support,5,Master,7.0,7,121330.0,High,Yes,1,3,3,3,51,0,3.0,Hybrid,Travel_Rarely,4,Yes,2010-12-04,2013-12-26
EMP000088,Employee_88,Male,57.0,Research & Development,Laboratory Technician,1,Bachelor,14.3,35,86643.0,Medium,No,1,4,4,3,63,0,10.3,Fully Remote,Travel_Rarely,11,No,2012-05-28,
EMP000089,Employee_89,Female,26.0,Finance,Manager,2,PhD,8.0,8,79172.0,Medium,No,4,3,3,3,17,0,6.0,Hybrid,Travel_Frequently,22,No,2012-12-12,
EMP000090,Employee_90,Female,43.0,Research & Development,Healthcare Representative,1,Master,3.3,21,72582.0,Medium,No,4,2,3,3,31,0,2.3,Fully Remote,Travel_Rarely,4,No,2023-05-20,
EMP000091,Employee_91,Male,44.0,Finance,Financial Analyst,5,High School,5.7,22,146135.0,Very High,No,3,1,2,3,2,0,1.7000000000000002,On-Site,Non-Travel,17,No,2020-12-07,
EMP000092,Employee_92,Male,29.0,Sales,Sales Executive,3,Master,3.4,7,83960.0,Medium,No,4,3,1,3,46,0,2.4,Fully Remote,Travel_Rarely,17,No,2023-04-22,
EMP000093,Employee_93,Female,40.0,Research & Development,Research Scientist,3,High School,15.6,18,104444.0,High,No,2,4,3,3,62,0,12.6,On-Site,Travel_Rarely,3,No,2011-01-15,
EMP000094,Employee_94,Male,55.0,IT,Software Engineer,2,Master,15.3,33,98726.0,High,No,1,2,2,2,68,0,13.3,On-Site,Travel_Frequently,19,No,2011-05-08,
EMP000095,Employee_95,Female,27.0,Research & Development,Manager,5,Bachelor,2.2,5,118492.0,High,Yes,2,4,4,3,98,0,0.2000000000000001,On-Site,Travel_Frequently,11,No,2024-06-12,
EMP000096,Employee_96,Female,38.0,Sales,Sales Executive,5,PhD,11.0,16,137967.0,Very High,No,4,4,4,3,23,0,10.0,Fully Remote,Travel_Frequently,25,No,2015-08-25,
EMP000097,Employee_97,Female,38.0,Sales,Sales Representative,4,PhD,6.0,16,108350.0,High,Yes,4,1,3,3,66,0,5.0,Hybrid,Travel_Rarely,3,No,2020-08-20,
EMP000098,Employee_98,Female,36.0,IT,Data Scientist,1,Bachelor,14.0,14,68337.0,Medium,No,1,2,4,3,32,0,10.0,On-Site,Travel_Rarely,11,No,2010-03-06,
EMP000099,Employee_99,Male,58.0,Finance,Financial Analyst,1,Bachelor,9.6,36,95850.0,High,No,4,1,2,4,70,0,6.6,Hybrid,Travel_Rarely,4,No,2017-01-12,
EMP000100,Employee_100,Female,52.0,Sales,Sales Executive,3,Bachelor,1.7,30,110579.0,High,No,1,1,3,2,61,0,0.0,Hybrid,Travel_Rarely,7,No,2024-12-16,
EMP000101,Employee_101,Female,43.0,Finance,Manager,1,Bachelor,2.3,21,78466.0,Medium,No,1,4,2,3,76,0,0.2999999999999998,On-Site,Travel_Rarely,19,Yes,2024-05-15,2025-11-15
EMP000102,Employee_102,Female,46.0,Research & Development,Research Scientist,4,Bachelor,11.1,24,117836.0,High,No,1,4,3,3,1,1,9.1,On-Site,Non-Travel,1,No,2015-07-21,
EMP000103,Employee_103,Male,40.0,Finance,Financial Analyst,1,Bachelor,9.3,18,79608.0,Medium,No,1,2,2,3,96,0,7.300000000000001,On-Site,Travel_Rarely,26,Yes,2017-05-19,2024-12-03
EMP000104,Employee_104,Female,28.0,Research & Development,Manufacturing Director,1,Bachelor,6.0,6,73032.0,Medium,No,2,1,1,3,4,0,4.0,Fully Remote,Travel_Rarely,18,No,2014-02-04,
EMP000105,Employee_105,Male,23.0,Sales,Sales Representative,3,Bachelor,2.3,4,91815.0,High,No,1,4,3,3,76,0,0.0,On-Site,Travel_Rarely,17,Yes,2024-05-25,2025-11-11
EMP000106,Employee_106,Female,36.0,Finance,Accountant,2,Master,1.3,14,87552.0,Medium,No,4,1,1,3,10,0,0.0,On-Site,Travel_Rarely,11,No,2025-05-20,
EMP000107,Employee_107,Female,43.0,Research & Development,Manufacturing Director,4,PhD,15.6,21,124519.0,High,No,4,3,4,3,5,0,11.6,Hybrid,Travel_Rarely,21,No,2011-01-27,
EMP000108,Employee_108,Female,59.0,Research & Development,Healthcare Representative,5,Master,0.8,37,153919.0,Very High,Yes,1,4,4,4,84,0,0.0,Hybrid,Travel_Rarely,18,No,2025-11-12,
EMP000109,Employee_109,Female,28.0,Finance,Manager,1,Master,4.3,6,55903.0,Medium,No,3,3,3,3,8,1,0.2999999999999998,Hybrid,Travel_Rarely,22,No,2022-05-12,
EMP000110,Employee_110,Male,44.0,Research & Development,Research Scientist,2,High School,4.4,22,79583.0,Medium,No,1,2,4,3,17,1,3.4000000000000004,On-Site,Travel_Rarely,14,No,2022-04-02,
EMP000111,Employee_111,Male,23.0,Research & Development,Laboratory Technician,2,Bachelor,0.5,5,77220.0,Medium,No,3,4,3,3,72,0,0.0,On-Site,Travel_Rarely,10,Yes,2026-02-18,2026-08-19
EMP000112,Employee_112,Female,54.0,Sales,Manager,5,High School,6.9,32,147309.0,Very High,No,3,3,4,3,32,0,3.9,Hybrid,Travel_Rarely,27,No,2019-10-02,
EMP000113,Employee_113,Male,39.0,Sales,Manager,1,PhD,10.4,17,78841.0,Medium,Yes,4,3,2,3,68,0,9.4,On-Site,Travel_Rarely,23,No,2016-03-28,
EMP000114,Employee_114,Female,28.0,Sales,Sales Representative,5,Bachelor,6.0,6,124266.0,High,No,3,3,2,3,12,1,2.0,Fully Remote,Travel_Rarely,5,No,2018-06-27,
EMP000115,Employee_115,Male,45.0,Sales,Sales Executive,4,Master,16.1,23,118928.0,High,No,2,4,3,4,1,0,12.1,On-Site,Travel_Rarely,25,No,2010-07-20,
EMP000116,Employee_116,Male,32.0,Research & Development,Research Scientist,3,Master,0.4,10,97549.0,High,Yes,3,4,3,4,95,0,0.0,Fully Remote,Travel_Frequently,26,No,2026-04-26,
EMP000117,Employee_117,Other,33.0,Sales,Sales Executive,3,Master,3.3,11,98877.0,High,Yes,3,4,2,3,41,0,0.0,On-Site,Travel_Rarely,15,No,2023-05-08,
EMP000118,Employee_118,Female,39.0,Research & Development,Laboratory Technician,1,Bachelor,8.2,17,76925.0,Medium,Yes,2,3,3,3,78,0,7.199999999999999,On-Site,Travel_Rarely,24,No,2018-07-02,
EMP000119,Employee_119,Female,58.0,Finance,Financial Analyst,1,Master,4.1,36,101728.0,High,No,4,3,1,3,68,0,1.0999999999999996,On-Site,Travel_Rarely,13,No,2022-08-04,
EMP000120,Employee_120,Female,22.0,Sales,Sales Executive,1,Bachelor,4.0,4,52588.0,Medium,No,1,2,4,3,51,0,3.0,On-Site,Travel_Rarely,14,No,2016-09-20,
EMP000121,Employee_121,Male,22.0,Human Resources,Manager,2,PhD,4.0,4,84461.0,Medium,No,3,1,4,3,70,0,3.0,Hybrid,Travel_Rarely,28,No,2019-12-25,
EMP000122,Employee_122,Male,48.0,Research & Development,Laboratory Technician,3,Master,0.7,26,114876.0,High,No,2,3,3,2,47,0,0.0,On-Site,Non-Travel,9,No,2026-01-04,
EMP000123,Employee_123,Male,30.0,Research & Development,Healthcare Representative,1,Bachelor,8.0,8,63752.0,Medium,No,2,2,2,3,62,0,4.0,On-Site,Travel_Frequently,28,No,2012-03-15,
EMP000124,Employee_124,Female,22.0,Sales,Manager,2,PhD,7.0,7,84527.0,Medium,No,3,1,2,3,30,0,4.0,Fully Remote,Travel_Rarely,26,No,2017-06-24,
EMP000125,Employee_125,Male,49.0,Research & Development,Laboratory Technician,4,Bachelor,0.3,27,124470.0,High,No,3,1,3,3,61,1,0.0,Hybrid,Travel_Rarely,12,No,2026-05-28,
EMP000126,Employee_126,Female,33.0,IT,Manager,3,High School,9.1,11,102340.0,High,Yes,3,1,3,4,30,0,5.1,Hybrid,Travel_Rarely,19,No,2017-08-05,
EMP000127,Employee_127,Male,37.0,Sales,Sales Executive,5,Master,12.4,15,137409.0,Very High,No,3,3,3,3,67,0,9.4,Hybrid,Travel_Rarely,26,No,2014-04-20,
EMP000128,Employee_128,Female,28.0,Sales,Sales Representative,2,Bachelor,2.8,6,72162.0,Medium,No,3,4,4,4,0,0,0.0,Fully Remote,Travel_Rarely,9,No,2023-11-05,
EMP000129,Employee_129,Female,56.0,Sales,Sales Representative,4,Master,1.4,34,141054.0,Very High,No,4,2,4,3,40,0,0.0,Hybrid,Travel_Rarely,10,No,2025-04-13,
EMP000130,Employee_130,Male,44.0,Sales,Sales Representative,5,High School,9.3,22,137118.0,Very High,No,4,1,3,3,26,0,5.300000000000001,On-Site,Travel_Rarely,24,No,2017-05-14,
EMP000131,Employee_131,Male,56.0,Research & Development,Manufacturing Director,2,Bachelor,6.2,34,99845.0,High,No,2,3,1,3,88,0,4.2,Hybrid,Travel_Rarely,25,No,2020-07-07,
EMP000132,Employee_132,Male,37.0,IT,Data Scientist,2,Master,13.9,15,83568.0,Medium,No,4,3,1,3,61,0,11.9,Hybrid,Travel_Frequently,17,No,2012-10-25,
EMP000133,Employee_133,Female,29.0,Research & Development,Healthcare Representative,5,Bachelor,7.0,7,129285.0,High,No,1,1,1,3,70,0,5.0,On-Site,Travel_Frequently,18,No,2011-05-18,
EMP000134,Employee_134,Female,37.0,IT,Manager,4,Bachelor,4.4,15,115308.0,High,No,3,1,2,3,28,0,0.4000000000000003,On-Site,Travel_Rarely,13,No,2022-04-21,
EMP000135,Employee_135,Male,27.0,Research & Development,Manufacturing Director,5,Master,5.0,5,115657.0,High,No,3,4,2,4,25,0,1.0,Fully Remote,Travel_Rarely,21,No,2012-05-20,
EMP000136,Employee_136,Male,57.0,Finance,Financial Analyst,1,Bachelor,4.4,35,87968.0,Medium,No,3,3,1,3,43,0,2.4000000000000004,Hybrid,Travel_Rarely,2,No,2022-04-16,
EMP000137,Employee_137,Male,52.0,Sales,Manager,3,Master,16.1,30,120200.0,High,Yes,4,3,3,3,4,0,15.1,Hybrid,Travel_Rarely,19,No,2010-07-26,
EMP000138,Employee_138,Male,49.0,Sales,Sales Executive,4,Bachelor,2.6,27,126013.0,High,Yes,4,1,1,4,31,0,1.6,On-Site,Travel_Rarely,0,No,2024-01-22,
EMP000139,Employee_139,Male,56.0,Research & Development,Manager,4,High School,0.3,34,137927.0,Very High,Yes,2,2,3,3,69,0,0.0,On-Site,Travel_Rarely,13,Yes,2026-05-14,2026-05-20
