Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Job_Level,Education,Years_At_Company,Total_Work_Experience,Salary,Salary_Band,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Performance_Rating,Training_Hours,Promotion_Last_Year,Manager_Tenure,Remote_Status,Business_Travel,Absence_Days,Attrition,Hire_Date,Exit_Date
EMP000052,Employee_52,Female,28,Sales,Sales Executive,4,Master,9,9,110813,High,Yes,3,3,2,3,64,0,7,Fully Remote,Travel_Rarely,17,No,24-08-2015,
EMP000053,Employee_53,Female,38,Sales,Manager,1,Bachelor,16,16,66815,Medium,No,2,4,1,3,67,0,15,On-Site,Travel_Frequently,7,No,30-08-2010,
EMP000054,Employee_54,Male,42,Research & Development,Manager,5,High School,11.1,20,139248,Very High,Yes,4,2,1,3,93,0,7.1,On-Site,Travel_Rarely,2,No,04-08-2015,
EMP000055,Employee_55,Male,49,Sales,Sales Executive,4,Bachelor,8.9,27,122450,High,No,4,2,2,3,47,0,5.9,On-Site,Non-Travel,22,No,25-09-2017,
EMP000056,Employee_56,Male,51,Research & Development,Research Scientist,4,PhD,9.5,29,130304,Very High,No,2,2,3,3,63,0,8.5,On-Site,Travel_Rarely,0,No,25-02-2017,
EMP000057,Employee_57,Male,44,Human Resources,Manager,4,High School,12.9,22,118269,High,Yes,1,2,1,3,81,0,9.9,On-Site,Travel_Rarely,12,No,25-09-2013,
EMP000058,Employee_58,Male,42,Research & Development,Research Scientist,5,Bachelor,1.6,20,144720,Very High,No,3,4,2,4,51,0,0,Hybrid,Travel_Rarely,3,No,08-01-2025,
EMP000059,Employee_59,Female,22,Research & Development,Manager,5,Bachelor,2,2,107881,High,No,4,3,1,2,5,0,0,Hybrid,Travel_Frequently,13,No,18-01-2014,
EMP000060,Employee_60,Female,38,Research & Development,Manufacturing Director,2,Bachelor,9.7,16,74301,Medium,No,1,3,2,3,65,0,7.7,On-Site,Travel_Frequently,14,No,31-12-2016,
EMP000061,Employee_61,Male,53,Research & Development,Laboratory Technician,1,Bachelor,14.5,31,88628,Medium,No,1,4,2,3,81,0,11.5,On-Site,Travel_Rarely,0,No,15-02-2012,
EMP000062,Employee_62,Female,45,Research & Development,Healthcare Representative,1,Bachelor,5.7,23,84529,Medium,Yes,3,3,1,3,62,0,2.7,On-Site,Travel_Rarely,20,Yes,28-12-2020,09-05-2024
EMP000063,Employee_63,Male,28,Sales,Sales Executive,1,High School,6,6,56300,Medium,No,3,2,3,3,73,0,2,Hybrid,Travel_Rarely,23,No,04-02-2010,
EMP000064,Employee_64,Female,56,Human Resources,Human Resources,2,Master,8,34,104191,High,No,1,3,1,4,66,0,5,On-Site,Travel_Rarely,29,No,19-08-2018,
EMP000065,Employee_65,Female,57,IT,Data Scientist,1,Bachelor,11.3,35,90542,High,No,3,3,2,3,92,0,10.3,On-Site,Travel_Frequently,16,No,10-05-2015,
EMP000066,Employee_66,Female,35,Research & Development,Research Scientist,5,High School,12.3,13,137408,Very High,No,1,3,3,3,87,0,11.3,Hybrid,Travel_Frequently,11,No,05-05-2014,
EMP000067,Employee_67,Male,33,Finance,Financial Analyst,3,High School,5.9,11,95670,High,No,3,4,3,3,7,1,3.9,Hybrid,Travel_Rarely,24,No,18-10-2020,
EMP000068,Employee_68,Female,44,Research & Development,Research Scientist,5,PhD,8.3,22,139136,Very High,No,2,2,2,4,15,1,4.3,Hybrid,Travel_Rarely,20,No,01-06-2018,
EMP000069,Employee_69,Female,35,Finance,Financial Analyst,3,PhD,13,13,104097,High,No,2,4,2,4,93,0,12,On-Site,Travel_Rarely,12,No,18-10-2012,
EMP000070,Employee_70,Female,46,Research & Development,Manufacturing Director,1,Master,7.2,24,77582,Medium,Yes,3,1,1,2,96,0,5.2,Hybrid,Travel_Rarely,1,No,24-06-2019,
EMP000071,Employee_71,Male,43,IT,Manager,5,Master,9.5,21,134453,Very High,No,1,3,4,3,87,0,7.5,On-Site,Travel_Rarely,6,No,26-02-2017,
EMP000072,Employee_72,Female,58,Research & Development,Research Scientist,4,Bachelor,2.4,36,140024,Very High,No,2,1,2,3,4,0,0.4,On-Site,Travel_Frequently,23,No,22-04-2024,
EMP000073,Employee_73,Female,50,Sales,Sales Executive,4,Bachelor,6.1,28,128248,High,No,1,3,4,3,83,0,5.1,Fully Remote,Non-Travel,17,No,10-07-2020,
EMP000074,Employee_74,Female,29,Research & Development,Manager,5,High School,7,7,122220,High,Yes,1,3,1,3,44,1,5,On-Site,Travel_Rarely,27,Yes,09-02-2014,24-08-2015
EMP000075,Employee_75,Male,32,Research & Development,Research Scientist,3,Master,3.5,10,95943,High,No,3,3,2,3,64,0,1.5,On-Site,Travel_Rarely,26,No,20-02-2023,
EMP000076,Employee_76,Male,51,Research & Development,Laboratory Technician,2,Bachelor,1.1,29,97189,High,No,3,2,2,3,49,0,0.1,Hybrid,Travel_Rarely,20,No,16-07-2025,
EMP000077,Employee_77,Male,43,Research & Development,Manufacturing Director,5,Bachelor,16.2,21,127264,High,Yes,4,4,2,3,29,0,15.2,Hybrid,Travel_Frequently,6,No,11-06-2010,
EMP000078,Employee_78,Male,36,Research & Development,Manager,2,Bachelor,4.9,14,75489,Medium,No,1,2,3,3,61,0,2.9,Hybrid,Travel_Rarely,4,No,07-10-2021,
EMP000079,Employee_79,Male,42,,Manager,4,High School,11.2,20,118460,High,No,1,2,1,3,50,0,9.2,Hybrid,Travel_Frequently,9,No,05-06-2015,
EMP000080,Employee_80,Male,46,Research & Development,Manager,3,High School,13.9,24,106057,High,No,4,3,1,3,59,0,9.9,Fully Remote,Travel_Frequently,3,No,22-09-2012,
EMP000081,Employee_81,Male,34,Sales,Sales Executive,5,PhD,3.2,12,127256,High,No,2,4,4,3,13,0,0.2,On-Site,Non-Travel,8,No,13-06-2023,
EMP000082,Employee_82,Female,28,Research & Development,Manufacturing Director,2,PhD,6,6,77649,Medium,No,1,2,1,3,53,0,3,Hybrid,Non-Travel,28,No,25-02-2019,
EMP000083,Employee_83,Male,39,Sales,Sales Representative,2,Bachelor,4.2,17,85918,Medium,Yes,3,4,3,2,99,0,3.2,On-Site,Travel_Rarely,12,No,18-06-2022,
EMP000084,Employee_84,Female,33,Sales,Manager,4,Bachelor,6.3,11,105925,High,No,1,4,3,4,93,0,2.3,On-Site,Travel_Rarely,24,No,26-05-2020,
EMP000085,Employee_85,Female,47,Research & Development,Laboratory Technician,2,Bachelor,13.2,25,94731,High,Yes,4,3,3,4,37,0,9.2,Hybrid,Travel_Rarely,29,No,29-06-2013,
EMP000086,Employee_86,Female,26,Sales,Manager,2,Master,4,4,77581,Medium,No,3,2,2,3,78,0,1,On-Site,Travel_Frequently,14,No,13-10-2012,
EMP000087,Employee_87,Female,29,IT,IT Support,5,Master,7,7,121330,High,Yes,1,3,3,3,51,0,3,Hybrid,Travel_Rarely,4,Yes,04-12-2010,26-12-2013
EMP000088,Employee_88,Male,57,Research & Development,Laboratory Technician,1,Bachelor,14.3,35,86643,Medium,No,1,4,4,3,63,0,10.3,Fully Remote,Travel_Rarely,11,No,28-05-2012,
EMP000089,Employee_89,Female,26,Finance,Manager,2,PhD,8,8,79172,Medium,No,4,3,3,3,17,0,6,Hybrid,Travel_Frequently,22,No,12-12-2012,
EMP000090,Employee_90,Female,43,Research & Development,Healthcare Representative,1,Master,3.3,21,72582,Medium,No,4,2,3,3,31,0,2.3,Fully Remote,Travel_Rarely,4,No,20-05-2023,
EMP000091,Employee_91,Male,44,Finance,Financial Analyst,5,High School,5.7,22,146135,Very High,No,3,1,2,3,2,0,1.7,On-Site,Non-Travel,17,No,07-12-2020,
EMP000092,Employee_92,Male,29,Sales,Sales Executive,3,Master,3.4,7,83960,Medium,No,4,3,1,3,46,0,2.4,Fully Remote,Travel_Rarely,17,No,22-04-2023,
EMP000093,Employee_93,Female,40,Research & Development,Research Scientist,3,High School,15.6,18,104444,High,No,2,4,3,3,62,0,12.6,On-Site,Travel_Rarely,3,No,15-01-2011,
EMP000094,Employee_94,Male,55,IT,Software Engineer,2,Master,15.3,33,98726,High,No,1,2,2,2,68,0,13.3,On-Site,Travel_Frequently,19,No,08-05-2011,
EMP000095,Employee_95,Female,27,Research & Development,Manager,5,Bachelor,2.2,5,118492,High,Yes,2,4,4,3,98,0,0.2,On-Site,Travel_Frequently,11,No,12-06-2024,
EMP000096,Employee_96,Female,38,Sales,Sales Executive,5,PhD,11,16,137967,Very High,No,4,4,4,3,23,0,10,Fully Remote,Travel_Frequently,25,No,25-08-2015,
EMP000097,Employee_97,Female,38,Sales,Sales Representative,4,PhD,6,16,108350,High,Yes,4,1,3,3,66,0,5,Hybrid,Travel_Rarely,3,No,20-08-2020,
EMP000098,Employee_98,Female,36,IT,Data Scientist,1,Bachelor,14,14,68337,Medium,No,1,2,4,3,32,0,10,On-Site,Travel_Rarely,11,No,06-03-2010,
EMP000099,Employee_99,Male,58,Finance,Financial Analyst,1,Bachelor,9.6,36,95850,High,No,4,1,2,4,70,0,6.6,Hybrid,Travel_Rarely,4,No,12-01-2017,
EMP000100,Employee_100,Female,52,Sales,Sales Executive,3,Bachelor,1.7,30,110579,High,No,1,1,3,2,61,0,0,Hybrid,Travel_Rarely,7,No,16-12-2024,
EMP000101,Employee_101,Female,43,Finance,Manager,1,Bachelor,2.3,21,78466,Medium,No,1,4,2,3,76,0,0.3,On-Site,Travel_Rarely,19,Yes,15-05-2024,15-11-2025
EMP000102,Employee_102,Female,46,Research & Development,Research Scientist,4,Bachelor,11.1,24,117836,High,No,1,4,3,3,1,1,9.1,On-Site,Non-Travel,1,No,21-07-2015,
EMP000103,Employee_103,Male,40,Finance,Financial Analyst,1,Bachelor,9.3,18,79608,Medium,No,1,2,2,3,96,0,7.3,On-Site,Travel_Rarely,26,Yes,19-05-2017,03-12-2024
EMP000104,Employee_104,Female,28,Research & Development,Manufacturing Director,1,Bachelor,6,6,73032,Medium,No,2,1,1,3,4,0,4,Fully Remote,Travel_Rarely,18,No,04-02-2014,
EMP000105,Employee_105,Male,23,Sales,Sales Representative,3,Bachelor,2.3,4,91815,High,No,1,4,3,3,76,0,0,On-Site,Travel_Rarely,17,Yes,25-05-2024,11-11-2025
EMP000106,Employee_106,Female,36,Finance,Accountant,2,Master,1.3,14,87552,Medium,No,4,1,1,3,10,0,0,On-Site,Travel_Rarely,11,No,20-05-2025,
EMP000107,Employee_107,Female,43,Research & Development,Manufacturing Director,4,PhD,15.6,21,124519,High,No,4,3,4,3,5,0,11.6,Hybrid,Travel_Rarely,21,No,27-01-2011,
EMP000108,Employee_108,Female,59,Research & Development,Healthcare Representative,5,Master,0.8,37,153919,Very High,Yes,1,4,4,4,84,0,0,Hybrid,Travel_Rarely,18,No,12-11-2025,
EMP000109,Employee_109,Female,28,Finance,Manager,1,Master,4.3,6,55903,Medium,No,3,3,3,3,8,1,0.3,Hybrid,Travel_Rarely,22,No,12-05-2022,
EMP000110,Employee_110,Male,44,Research & Development,Research Scientist,2,High School,4.4,22,79583,Medium,No,1,2,4,3,17,1,3.4,On-Site,Travel_Rarely,14,No,02-04-2022,
EMP000111,Employee_111,Male,23,Research & Development,Laboratory Technician,2,Bachelor,0.5,5,77220,Medium,No,3,4,3,3,72,0,0,On-Site,Travel_Rarely,10,Yes,18-02-2026,19-08-2026
EMP000112,Employee_112,Female,54,Sales,Manager,5,High School,6.9,32,147309,Very High,No,3,3,4,3,32,0,3.9,Hybrid,Travel_Rarely,27,No,02-10-2019,
EMP000113,Employee_113,Male,39,Sales,Manager,1,PhD,10.4,17,78841,Medium,Yes,4,3,2,3,68,0,9.4,On-Site,Travel_Rarely,23,No,28-03-2016,
EMP000114,Employee_114,Female,28,Sales,Sales Representative,5,Bachelor,6,6,124266,High,No,3,3,2,3,12,1,2,Fully Remote,Travel_Rarely,5,No,27-06-2018,
EMP000115,Employee_115,Male,45,Sales,Sales Executive,4,Master,16.1,23,118928,High,No,2,4,3,4,1,0,12.1,On-Site,Travel_Rarely,25,No,20-07-2010,
EMP000116,Employee_116,Male,32,Research & Development,Research Scientist,3,Master,0.4,10,97549,High,Yes,3,4,3,4,95,0,0,Fully Remote,Travel_Frequently,26,No,26-04-2026,
EMP000117,Employee_117,Other,33,Sales,Sales Executive,3,Master,3.3,11,98877,High,Yes,3,4,2,3,41,0,0,On-Site,Travel_Rarely,15,No,08-05-2023,
EMP000118,Employee_118,Female,39,Research & Development,Laboratory Technician,1,Bachelor,8.2,17,76925,Medium,Yes,2,3,3,3,78,0,7.2,On-Site,Travel_Rarely,24,No,02-07-2018,
EMP000119,Employee_119,Female,58,Finance,Financial Analyst,1,Master,4.1,36,101728,High,No,4,3,1,3,68,0,1.1,On-Site,Travel_Rarely,13,No,04-08-2022,
EMP000120,Employee_120,Female,22,Sales,Sales Executive,1,Bachelor,4,4,52588,Medium,No,1,2,4,3,51,0,3,On-Site,Travel_Rarely,14,No,20-09-2016,
EMP000121,Employee_121,Male,22,Human Resources,Manager,2,PhD,4,4,84461,Medium,No,3,1,4,3,70,0,3,Hybrid,Travel_Rarely,28,No,25-12-2019,
EMP000122,Employee_122,Male,48,Research & Development,Laboratory Technician,3,Master,0.7,26,114876,High,No,2,3,3,2,47,0,0,On-Site,Non-Travel,9,No,04-01-2026,
EMP000123,Employee_123,Male,30,Research & Development,Healthcare Representative,1,Bachelor,8,8,63752,Medium,No,2,2,2,3,62,0,4,On-Site,Travel_Frequently,28,No,15-03-2012,
EMP000124,Employee_124,Female,22,Sales,Manager,2,PhD,7,7,84527,Medium,No,3,1,2,3,30,0,4,Fully Remote,Travel_Rarely,26,No,24-06-2017,
EMP000125,Employee_125,Male,49,Research & Development,Laboratory Technician,4,Bachelor,0.3,27,124470,High,No,3,1,3,3,61,1,0,Hybrid,Travel_Rarely,12,No,28-05-2026,
EMP000126,Employee_126,Female,33,IT,Manager,3,High School,9.1,11,102340,High,Yes,3,1,3,4,30,0,5.1,Hybrid,Travel_Rarely,19,No,05-08-2017,
EMP000127,Employee_127,Male,37,Sales,Sales Executive,5,Master,12.4,15,137409,Very High,No,3,3,3,3,67,0,9.4,Hybrid,Travel_Rarely,26,No,20-04-2014,
EMP000128,Employee_128,Female,28,Sales,Sales Representative,2,Bachelor,2.8,6,72162,Medium,No,3,4,4,4,0,0,0,Fully Remote,Travel_Rarely,9,No,05-11-2023,
EMP000129,Employee_129,Female,56,Sales,Sales Representative,4,Master,1.4,34,141054,Very High,No,4,2,4,3,40,0,0,Hybrid,Travel_Rarely,10,No,13-04-2025,
EMP000130,Employee_130,Male,44,Sales,Sales Representative,5,High School,9.3,22,137118,Very High,No,4,1,3,3,26,0,5.3,On-Site,Travel_Rarely,24,No,14-05-2017,
EMP000131,Employee_131,Male,56,Research & Development,Manufacturing Director,2,Bachelor,6.2,34,99845,High,No,2,3,1,3,88,0,4.2,Hybrid,Travel_Rarely,25,No,07-07-2020,
EMP000132,Employee_132,Male,37,IT,Data Scientist,2,Master,13.9,15,83568,Medium,No,4,3,1,3,61,0,11.9,Hybrid,Travel_Frequently,17,No,25-10-2012,
EMP000133,Employee_133,Female,29,Research & Development,Healthcare Representative,5,Bachelor,7,7,129285,High,No,1,1,1,3,70,0,5,On-Site,Travel_Frequently,18,No,18-05-2011,
EMP000134,Employee_134,Female,37,IT,Manager,4,Bachelor,4.4,15,115308,High,No,3,1,2,3,28,0,0.4,On-Site,Travel_Rarely,13,No,21-04-2022,
EMP000135,Employee_135,Male,27,Research & Development,Manufacturing Director,5,Master,5,5,115657,High,No,3,4,2,4,25,0,1,Fully Remote,Travel_Rarely,21,No,20-05-2012,
EMP000136,Employee_136,Male,57,Finance,Financial Analyst,1,Bachelor,4.4,35,87968,Medium,No,3,3,1,3,43,0,2.4,Hybrid,Travel_Rarely,2,No,16-04-2022,
EMP000137,Employee_137,Male,52,Sales,Manager,3,Master,16.1,30,120200,High,Yes,4,3,3,3,4,0,15.1,Hybrid,Travel_Rarely,19,No,26-07-2010,
EMP000138,Employee_138,Male,49,Sales,Sales Executive,4,Bachelor,2.6,27,126013,High,Yes,4,1,1,4,31,0,1.6,On-Site,Travel_Rarely,0,No,22-01-2024,
EMP000139,Employee_139,Male,56,Research & Development,Manager,4,High School,0.3,34,137927,Very High,Yes,2,2,3,3,69,0,0,On-Site,Travel_Rarely,13,Yes,14-05-2026,20-05-2026
EMP000140,Employee_140,Female,38,Research & Development,Research Scientist,4,Master,12.6,16,110525,High,No,3,1,2,4,94,0,11.6,Hybrid,Travel_Rarely,5,No,24-01-2014,
EMP000141,Employee_141,Male,51,IT,Data Scientist,4,Bachelor,14.3,29,120097,High,No,1,1,4,4,53,0,11.3,Hybrid,Travel_Rarely,9,No,13-05-2012,
EMP000142,Employee_142,Female,30,Sales,Sales Executive,1,Bachelor,8,8,58901,Medium,No,2,3,2,3,0,0,6,Fully Remote,Travel_Rarely,13,No,22-08-2017,
EMP000143,Employee_143,Female,44,Research & Development,Laboratory Technician,2,Bachelor,15.1,22,87257,Medium,No,3,1,2,4,79,0,11.1,Fully Remote,Travel_Rarely,0,No,18-07-2011,
EMP000144,Employee_144,Male,22,Research & Development,Healthcare Representative,4,Master,1,1,103142,High,No,2,1,3,3,74,0,0,On-Site,Non-Travel,5,No,04-01-2024,
EMP000145,Employee_145,Male,33,Research & Development,Laboratory Technician,2,Bachelor,5.2,11,71475,Medium,No,1,3,4,3,72,1,1.2,Hybrid,Travel_Rarely,4,No,23-06-2021,
EMP000146,Employee_146,Male,38,Sales,Sales Representative,4,Bachelor,0.2,16,115817,High,No,3,3,3,3,20,0,0,Hybrid,Travel_Frequently,19,No,25-06-2026,
EMP000147,Employee_147,Male,54,Human Resources,Human Resources,5,Bachelor,11.9,32,147086,Very High,Yes,1,3,4,4,47,0,8.9,Hybrid,Travel_Rarely,18,No,24-10-2014,
EMP000148,Employee_148,Male,43,Sales,Manager,3,Bachelor,12.1,21,106852,High,No,2,4,3,3,6,0,9.1,Hybrid,Travel_Rarely,15,No,06-08-2014,
EMP000149,Employee_149,Male,31,Sales,Manager,5,Master,7.8,9,128279,High,No,2,1,2,3,5,0,3.8,Fully Remote,Travel_Rarely,18,No,17-11-2018,
